"tile","band","increment","decrease","average_difference","avg_abs_diff","avg_difference_percent","avg_abs_diff_perc","correlation","std_dev","out_name","year","abs_increment","tile_band","Location"
"32TMT","Red",25,"False",-0.0390056688166703,0.946378758986091,-0.85991111146473,10.6218063424191,0.991563040140756,1.38614357381472,"32TMT_B04_25_I",2020,25,"32TMT_B04","Switzerland"
"32UQU","Red",25,"False",-0.0477896776154493,1.74073287929612,12.3247525415701,39.9751881073809,0.94420268414286,2.36450630380068,"32UQU_B04_25_I",2020,25,"32UQU_B04","Germany"
"33NTG","Red",25,"False",4.23387073270352,4.26037410857761,35.8958981503217,39.3910548148141,0.980391115987942,3.0896139706015,"33NTG_B04_25_I",2020,25,"33NTG_B04","Cameroon"
"34UFD","Red",25,"False",-0.164391114850852,1.16585396569831,16.5288579287261,40.0583994828457,0.912709682007964,1.76134108661433,"34UFD_B04_25_I",2020,25,"34UFD_B04","Poland"
"35VML","Red",25,"False",0.0260813281124038,0.664254114828365,14.4995643044877,33.9392671791943,0.867148709474795,0.930538844668842,"35VML_B04_25_I",2020,25,"35VML_B04","Finland"
"49NHC","Red",25,"False",-0.0157339484780129,2.53590637256595,-0.56210549323163,7.26691003400938,0.879431471521101,3.46818481301912,"49NHC_B04_25_I",2020,25,"49NHC_B04","Malaysia"
"32TMT","NIR",25,"False",3.23882743663869,3.44096172272548,20.9670910536945,24.4221409501838,0.975033868986519,2.71536745247558,"32TMT_B08_25_I",2020,25,"32TMT_B08","Switzerland"
"32UQU","NIR",25,"False",0.885461911303712,2.03307900488287,22.9879408943086,49.3001015527869,0.942663734581337,2.46402127903632,"32UQU_B08_25_I",2020,25,"32UQU_B08","Germany"
"33NTG","NIR",25,"False",-6.70124019874166,11.3790747970648,6.90122536803757,85.9369038587955,0.850457636012921,11.1895763878995,"33NTG_B08_25_I",2020,25,"33NTG_B08","Cameroon"
"34UFD","NIR",25,"False",1.98821432803649,2.51780606182748,56.1133880704261,65.4419928567705,0.831985289417156,2.4116684075893,"34UFD_B08_25_I",2020,25,"34UFD_B08","Poland"
"35VML","NIR",25,"False",3.46432190491455,3.57091245332104,81.9609595890525,85.2261221672368,0.439158379251916,2.17811034725461,"35VML_B08_25_I",2020,25,"35VML_B08","Finland"
"49NHC","NIR",25,"False",-8.40533563745142,8.47108697807871,-24.0432490237392,24.5592560697511,0.869713951483695,3.17895230061103,"49NHC_B08_25_I",2020,25,"49NHC_B08","Malaysia"
"32TMT","Blue",-25,"True",-0.336476819144809,1.54394981751679,3.70476458358827,12.528098591656,0.98928877018034,1.93869388255493,"32TMT_B02_25_D",2020,25,"32TMT_B02","Switzerland"
"32UQU","Blue",-25,"True",2.90631474734422,3.00027028701964,46.7117562463931,48.8451122537258,0.95372100386344,2.20971087603212,"32UQU_B02_25_D",2020,25,"32UQU_B02","Germany"
"33NTG","Blue",-25,"True",4.24491313603765,4.26983378979315,47.2478652419588,47.526772325753,0.983777275543263,2.60798005072324,"33NTG_B02_25_D",2020,25,"33NTG_B02","Cameroon"
"34UFD","Blue",-25,"True",2.76556606387183,2.80853211848912,57.8811710330425,62.8537576933152,0.941016314562817,1.86775610722546,"34UFD_B02_25_D",2020,25,"34UFD_B02","Poland"
"35VML","Blue",-25,"True",4.34500897686504,4.35360768613861,92.1413804587028,92.5378588163311,0.457931266979787,2.15062874809641,"35VML_B02_25_D",2020,25,"35VML_B02","Finland"
"49NHC","Blue",-25,"True",4.51790361189748,4.77628673645484,11.4438914810848,12.3439537451738,0.86222437906483,3.32601858762781,"49NHC_B02_25_D",2020,25,"49NHC_B02","Malaysia"
"32TMT","Green",-25,"True",1.60998288736306,1.66799056448223,14.1680109586615,14.7461990426575,0.991917636787834,1.35162269430896,"32TMT_B03_25_D",2020,25,"32TMT_B03","Switzerland"
"32UQU","Green",-25,"True",2.49071969582939,2.6618265610107,49.2856309741643,50.7093603453326,0.94171383145558,2.44676565560016,"32UQU_B03_25_D",2020,25,"32UQU_B03","Germany"
"33NTG","Green",-25,"True",-4.98333987273475,7.36245542419921,10.7131158628159,60.8677796991964,0.95111499073901,7.18582216496435,"33NTG_B03_25_D",2020,25,"33NTG_B03","Cameroon"
"34UFD","Green",-25,"True",2.25809440601508,2.5987197274613,59.1301589462916,64.5940773644348,0.839336768603331,2.36367003547338,"34UFD_B03_25_D",2020,25,"34UFD_B03","Poland"
"35VML","Green",-25,"True",3.78995651324317,3.8639283000327,81.9468153841866,85.571640411008,0.218582201645446,2.6445394956021,"35VML_B03_25_D",2020,25,"35VML_B03","Finland"
"49NHC","Green",-25,"True",-3.52801589997513,4.01513076648822,-10.3097138994382,11.9111901667165,0.852659114358668,3.87783096411579,"49NHC_B03_25_D",2020,25,"49NHC_B03","Malaysia"
"32TMT","Red",-25,"True",-0.311401487790905,0.899624183654648,-3.28701976243762,10.0099096644798,0.99141001550908,1.37164916880062,"32TMT_B04_25_D",2020,25,"32TMT_B04","Switzerland"
"32UQU","Red",-25,"True",0.486046641305967,1.70959674889482,18.2673297827265,38.884477157318,0.953989718818506,2.31849610064692,"32UQU_B04_25_D",2020,25,"32UQU_B04","Germany"
"33NTG","Red",-25,"True",2.63898993803251,2.79037057009371,31.2377306177917,34.8865087119504,0.982417707717015,2.67219019759348,"33NTG_B04_25_D",2020,25,"33NTG_B04","Cameroon"
"34UFD","Red",-25,"True",1.16662413334035,2.03318652134883,20.4394903303637,47.1287181079543,0.913310897686144,2.96504184644818,"34UFD_B04_25_D",2020,25,"34UFD_B04","Poland"
"35VML","Red",-25,"True",1.41688762430737,1.95851031096051,40.1663873279596,65.9351497924978,0.596342208951295,2.02360860618757,"35VML_B04_25_D",2020,25,"35VML_B04","Finland"
"49NHC","Red",-25,"True",0.0340802168391202,2.32357966293673,-0.297594909139208,6.69966274706708,0.874609335736593,3.46299412400206,"49NHC_B04_25_D",2020,25,"49NHC_B04","Malaysia"
"32TMT","NIR",-25,"True",2.60672844480974,2.81240336233701,18.5686530942362,21.3335872796118,0.977748665171719,2.42203935304042,"32TMT_B08_25_D",2020,25,"32TMT_B08","Switzerland"
"32UQU","NIR",-25,"True",0.244078997131956,1.91368113048677,17.9823759760829,48.3893932697633,0.92952258806223,2.53880227301159,"32UQU_B08_25_D",2020,25,"32UQU_B08","Germany"
"33NTG","NIR",-25,"True",-6.18320497459004,10.6002259293422,9.4225922955977,81.7379575558582,0.903785867531545,10.296542704184,"33NTG_B08_25_D",2020,25,"33NTG_B08","Cameroon"
"34UFD","NIR",-25,"True",2.05754610284169,2.49373894322443,54.2218514742421,64.2133205721565,0.850085795677692,2.38114621826576,"34UFD_B08_25_D",2020,25,"34UFD_B08","Poland"
"35VML","NIR",-25,"True",4.27848544479424,4.36203481660879,90.4019650271388,92.7042494640345,0.267330864395518,2.42719979369423,"35VML_B08_25_D",2020,25,"35VML_B08","Finland"
"49NHC","NIR",-25,"True",-8.15496266262169,8.20659938865277,-23.6564858883694,24.07241315226,0.895334573163912,2.86400833405446,"49NHC_B08_25_D",2020,25,"49NHC_B08","Malaysia"
"20MMD","Blue",0,"True",0,0,0,0,1,0,"20MMD_original",2020,0,"20MMD_B02","Brazil"
"10TES","Red",5,"False",-1.6868976577287,1.91328875244699,-10.5538366798082,13.2427749090431,0.967615998163205,2.0200196517938,"10TES_B04_05_I",2020,5,"10TES_B04","USA East"
"17SNB","Red",5,"False",0.0783712096081968,2.04829541989823,0.425743453484154,11.1006667793187,0.892421990011273,2.78360805963766,"17SNB_B04_05_I",2020,5,"17SNB_B04","USA West"
"20MMD","Red",5,"False",-2.73286773280933,2.90925061534994,-7.82079717668021,9.08959557965996,0.915341366458746,1.6898529223126,"20MMD_B04_05_I",2020,5,"20MMD_B04","Brazil"
"10TES","NIR",5,"False",0.269568248921242,1.14648060243395,2.42466679536891,9.12963428443604,0.982676225874959,1.51567501886973,"10TES_B08_05_I",2020,5,"10TES_B08","USA East"
"17SNB","NIR",5,"False",0.702126486449832,1.94463754032951,2.16186914821306,10.525319535691,0.939882301664312,2.38824543020179,"17SNB_B08_05_I",2020,5,"17SNB_B08","USA West"
"20MMD","NIR",5,"False",-2.44596429924492,2.54417300136418,-7.37063607818509,7.94403762219794,0.928351836066371,1.59658002288307,"20MMD_B08_05_I",2020,5,"20MMD_B08","Brazil"
"10TES","Blue",-5,"True",0.782154171535611,0.966938864278347,4.06069048027917,6.37954557061995,0.990741894386006,1.08616950232981,"10TES_B02_05_D",2020,5,"10TES_B02","USA East"
"17SNB","Blue",-5,"True",0.874037811328261,1.70465212837869,4.64185237812479,9.34298516416426,0.93566143253182,2.11881029181587,"17SNB_B02_05_D",2020,5,"17SNB_B02","USA West"
"20MMD","Blue",-5,"True",-0.68330113073786,1.07600760328705,-1.81129383796088,3.49450905690065,0.948516482956855,1.33203793350406,"20MMD_B02_05_D",2020,5,"20MMD_B02","Brazil"
"10TES","Green",-5,"True",-0.0164464339709004,1.06589334711489,1.44195542390128,8.13301952744171,0.980094052826552,1.53912052526044,"10TES_B03_05_D",2020,5,"10TES_B03","USA East"
"17SNB","Blue",0,"True",0,0,0,0,1,0,"17SNB_original",2020,0,"17SNB_B02","USA West"
"17SNB","Green",-5,"True",0.933246347633698,2.41181684789758,4.69048251953708,12.6601091960987,0.83721994947995,3.38050914291713,"17SNB_B03_05_D",2020,5,"17SNB_B03","USA West"
"20MMD","Green",-5,"True",-5.12121569224391,5.14388166714104,-16.3938991636299,16.7051134195173,0.861313382272348,2.41232517645032,"20MMD_B03_05_D",2020,5,"20MMD_B03","Brazil"
"10TES","Red",-5,"True",-0.922231901444585,1.09950831276512,-6.30332215093493,8.76643463066537,0.985883183206244,1.36121383109162,"10TES_B04_05_D",2020,5,"10TES_B04","USA East"
"17SNB","Red",-5,"True",0.879938528019402,2.17296040879395,2.60394385661249,11.3607428559949,0.930139225085651,2.63195778475725,"17SNB_B04_05_D",2020,5,"17SNB_B04","USA West"
"20MMD","Red",-5,"True",-0.508173465240222,1.12169876867677,-1.3270529064146,3.56316406214381,0.939971950777797,1.44051239496964,"20MMD_B04_05_D",2020,5,"20MMD_B04","Brazil"
"10TES","NIR",-5,"True",0.557402696481154,0.866422846213131,4.21409020426378,7.27442793555081,0.990880980201484,1.06958842435249,"10TES_B08_05_D",2020,5,"10TES_B08","USA East"
"17SNB","NIR",-5,"True",2.35225150621566,2.61599879164952,11.3702190611118,13.1503072858688,0.911543661671123,2.51405901622619,"17SNB_B08_05_D",2020,5,"17SNB_B08","USA West"
"20MMD","NIR",-5,"True",-6.42886160348542,6.47029990789647,-20.4987752682989,20.9884512392607,0.866078932222692,2.14511759412359,"20MMD_B08_05_D",2020,5,"20MMD_B08","Brazil"
"10TES","Blue",10,"False",2.18245328659204,2.24092389728778,12.640495238741,13.5127327144213,0.985179653524229,1.410705603403,"10TES_B02_10_I",2020,10,"10TES_B02","USA East"
"17SNB","Blue",10,"False",-1.9097778025699,2.59451543331196,-9.18506731396741,14.2054743055907,0.895675825907292,2.65368163559182,"17SNB_B02_10_I",2020,10,"17SNB_B02","USA West"
"10TES","Blue",0,"True",0,0,0,0,1,0,"10TES_original",2020,0,"10TES_B02","USA East"
"20MMD","Blue",10,"False",2.06569441978885,2.11247769892415,5.92665614804188,6.11956972220566,0.958361436542896,1.22622525785825,"20MMD_B02_10_I",2020,10,"20MMD_B02","Brazil"
"10TES","Green",10,"False",1.24896086439316,1.37352356320611,8.31267121910735,9.71623777392505,0.988662356712423,1.17713006062304,"10TES_B03_10_I",2020,10,"10TES_B03","USA East"
"17SNB","Green",10,"False",3.37155120860822,3.8811584708147,14.5348991403558,18.069669727852,0.813395109338787,3.94939120286983,"17SNB_B03_10_I",2020,10,"17SNB_B03","USA West"
"20MMD","Green",10,"False",-4.80335386613733,4.82850275789742,-15.5387788480496,15.8693326008237,0.861593104918766,2.5532944485975,"20MMD_B03_10_I",2020,10,"20MMD_B03","Brazil"
"10TES","Red",10,"False",-0.471894390895235,0.877504083126176,-2.45284693775636,7.85840268298538,0.987525573935656,1.25671813257346,"10TES_B04_10_I",2020,10,"10TES_B04","USA East"
"17SNB","Red",10,"False",-0.103442445162904,2.0849518497565,-1.97901500241162,11.6097317307436,0.913358377513499,2.83035777673413,"17SNB_B04_10_I",2020,10,"17SNB_B04","USA West"
"20MMD","Red",10,"False",-0.325531914503538,1.16808593147058,-0.734343096259204,3.74367934563663,0.926900554905035,1.57781759042682,"20MMD_B04_10_I",2020,10,"20MMD_B04","Brazil"
"10TES","NIR",10,"False",1.39660129097496,1.76214981405238,12.2515305014886,14.3403321017024,0.969754628813664,1.89747774344558,"10TES_B08_10_I",2020,10,"10TES_B08","USA East"
"17SNB","NIR",10,"False",1.8039983777459,2.27656438366016,8.8273786547814,11.8440969326308,0.90686427885577,2.60111663244737,"17SNB_B08_10_I",2020,10,"17SNB_B08","USA West"
"20MMD","NIR",10,"False",-6.02682830904565,6.04137580314749,-19.4016869574229,19.6534937671391,0.887841580230221,2.05374128015193,"20MMD_B08_10_I",2020,10,"20MMD_B08","Brazil"
"10TES","Blue",5,"False",1.18559534526046,1.33540189444026,6.80408633181885,8.95196819904547,0.9878464692141,1.23294319049128,"10TES_B02_05_I",2020,5,"10TES_B02","USA East"
"10TES","Blue",-10,"True",3.24867102772529,3.28570649749043,18.1193569322616,18.7710193173417,0.970707640115681,1.92999258834539,"10TES_B02_10_D",2020,10,"10TES_B02","USA East"
"17SNB","Blue",-10,"True",4.67485952485658,4.75834257834046,21.1068764817751,21.6378449924312,0.855876098078114,3.22752529245679,"17SNB_B02_10_D",2020,10,"17SNB_B02","USA West"
"20MMD","Blue",-10,"True",2.01120883493861,2.18178688345816,5.62368953159083,6.29544431123431,0.939841321367012,1.57225713088137,"20MMD_B02_10_D",2020,10,"20MMD_B02","Brazil"
"17SNB","Blue",5,"False",0.118937654069191,1.64010887894941,0.783085301930931,9.30785801414574,0.929739341167353,2.24268400269059,"17SNB_B02_05_I",2020,5,"17SNB_B02","USA West"
"20MMD","Blue",5,"False",-2.02312536751785,2.25707553054364,-5.66860566579308,6.95253163056972,0.930158077868672,1.55367578111396,"20MMD_B02_05_I",2020,5,"20MMD_B02","Brazil"
"10TES","Green",5,"False",1.03737416249477,1.07736169797478,7.09752067900293,8.0297975193269,0.991733034820322,0.997460653427429,"10TES_B03_05_I",2020,5,"10TES_B03","USA East"
"17SNB","Green",5,"False",2.42984416964399,2.85269216940527,11.017362013124,13.9355306613373,0.916278296919244,2.58650759275603,"17SNB_B03_05_I",2020,5,"17SNB_B03","USA West"
"20MMD","Green",5,"False",-1.20329308490853,1.72617247245348,-4.05941231253645,5.72845378144398,0.921041508625193,2.10760696962346,"20MMD_B03_05_I",2020,5,"20MMD_B03","Brazil"
"10TES","Blue",25,"False",3.86486508816341,3.91867037980694,24.022309262945,24.4078336122838,0.963638729689252,2.11158024344761,"10TES_B02_25_I",2020,25,"10TES_B02","USA East"
"17SNB","Blue",25,"False",7.96362879315787,8.0048980355797,33.8499733638418,34.0581871711499,0.800074450270994,3.78446499090417,"17SNB_B02_25_I",2020,25,"17SNB_B02","USA West"
"20MMD","Blue",25,"False",5.83542363114774,5.84976393772761,15.9045637991973,15.9542994474706,0.93034324748657,1.59401060132919,"20MMD_B02_25_I",2020,25,"20MMD_B02","Brazil"
"10TES","Green",25,"False",1.59447981753105,1.7689382657788,15.2240065751856,16.0701359768061,0.972041112560746,1.93718679979563,"10TES_B03_25_I",2020,25,"10TES_B03","USA East"
"17SNB","Green",25,"False",1.96925194798946,2.88941873153627,9.83707203426414,15.601014737916,0.828342171239043,3.48439207581636,"17SNB_B03_25_I",2020,25,"17SNB_B03","USA West"
"20MMD","Green",25,"False",-12.7269908723321,12.7491497203102,-45.3778187146603,45.7746034265023,0.72841134458906,3.1006678464554,"20MMD_B03_25_I",2020,25,"20MMD_B03","Brazil"
"10TES","Red",25,"False",-6.8944038126759,7.1716158013532,-43.5557947846217,52.6802078314033,0.733605213427329,5.87903730198004,"10TES_B04_25_I",2020,25,"10TES_B04","USA East"
"17SNB","Red",25,"False",-1.39800872793494,3.59707045418379,-7.09761330618306,19.8255126799035,0.716953902087928,4.53568756403363,"17SNB_B04_25_I",2020,25,"17SNB_B04","USA West"
"20MMD","Red",25,"False",-2.78209627804642,3.07533468968298,-7.73377390825595,9.62715578426376,0.908216496605505,1.84036628480449,"20MMD_B04_25_I",2020,25,"20MMD_B04","Brazil"
"10TES","NIR",25,"False",0.343965373006183,3.7172794093604,7.99866637072535,26.5714064963755,0.764856226737254,5.02246867554615,"10TES_B08_25_I",2020,25,"10TES_B08","USA East"
"17SNB","NIR",25,"False",4.57515380463389,4.85110782713296,20.1191880513521,22.5628416240657,0.857354227285264,3.37874785334741,"17SNB_B08_25_I",2020,25,"17SNB_B08","USA West"
"20MMD","NIR",25,"False",-11.5746809598001,11.6119962975251,-40.2766265098966,40.8008414659075,0.732203420262064,3.00841086122204,"20MMD_B08_25_I",2020,25,"20MMD_B08","Brazil"
"10TES","Blue",-25,"True",5.30669592277918,5.34363453305717,28.5108570381604,28.9275788630091,0.946752930373856,2.72111867139979,"10TES_B02_25_D",2020,25,"10TES_B02","USA East"
"17SNB","Blue",-25,"True",5.29351843101189,5.9547050628636,23.9867547231558,27.0605132664784,0.710769482867462,4.4926790075921,"17SNB_B02_25_D",2020,25,"17SNB_B02","USA West"
"20MMD","Blue",-25,"True",-0.405570974293197,1.37023444323966,-1.23008129998907,4.5413790819807,0.897628567278506,2.06625198134987,"20MMD_B02_25_D",2020,25,"20MMD_B02","Brazil"
"10TES","Green",-25,"True",1.53688526508596,1.97228644586961,15.9717545684797,17.87594439743,0.953803140806085,2.63223138428981,"10TES_B03_25_D",2020,25,"10TES_B03","USA East"
"17SNB","Green",-25,"True",4.58858085330281,4.94784616514897,20.3095907481826,22.7822816606699,0.836155426178624,3.62446693948316,"17SNB_B03_25_D",2020,25,"17SNB_B03","USA West"
"20MMD","Green",-25,"True",-9.94665067978791,9.96717832812187,-34.9223964167356,35.2967596905612,0.719760861818424,3.91277089023363,"20MMD_B03_25_D",2020,25,"20MMD_B03","Brazil"
"10TES","Red",-25,"True",-6.99144570432736,7.23428437554923,-44.6705244261403,52.9574426245005,0.754698018712642,5.63244350462712,"10TES_B04_25_D",2020,25,"10TES_B04","USA East"
"17SNB","Red",-25,"True",-1.26029691508107,2.45260771227847,-7.48527266383458,15.0273468458643,0.892135927917767,2.93908709250924,"17SNB_B04_25_D",2020,25,"17SNB_B04","USA West"
"20MMD","Red",-25,"True",-1.73618744992295,2.29465507361007,-4.31344501170853,7.39756518533517,0.894413292469164,2.10019059545,"20MMD_B04_25_D",2020,25,"20MMD_B04","Brazil"
"10TES","NIR",-25,"True",1.52516937684656,3.18506190186655,12.0757482386537,23.6432350574168,0.841368143393326,4.26270369156043,"10TES_B08_25_D",2020,25,"10TES_B08","USA East"
"17SNB","NIR",-25,"True",0.103287579157077,3.01087854900041,-0.0555844907022351,16.4067030539446,0.804929390935047,3.97968667498341,"17SNB_B08_25_D",2020,25,"17SNB_B08","USA West"
"20MMD","NIR",-25,"True",-11.4829877894031,11.5070491091762,-39.9228379213236,40.3242842296315,0.774599363633168,2.75782925385477,"20MMD_B08_25_D",2020,25,"20MMD_B08","Brazil"
"10TES","Green",-10,"True",-0.336207968300891,1.28231675649432,2.58409537353126,10.4037774105029,0.979947846518184,1.6856920767603,"10TES_B03_10_D",2020,10,"10TES_B03","USA East"
"17SNB","Green",-10,"True",3.7593896254277,3.77214887102506,17.8341004754579,17.9470858692466,0.900905241343429,2.61228233606094,"17SNB_B03_10_D",2020,10,"17SNB_B03","USA West"
"20MMD","Green",-10,"True",-3.38005419176224,3.62230890601172,-11.0853188840697,11.9258130475111,0.840370757598229,3.02708490956244,"20MMD_B03_10_D",2020,10,"20MMD_B03","Brazil"
"10TES","Red",-10,"True",-0.651589748538532,1.23786114232447,-4.72264904294749,10.1900508161617,0.978481214938549,1.76225850875975,"10TES_B04_10_D",2020,10,"10TES_B04","USA East"
"17SNB","Red",-10,"True",-1.21648856922326,2.01554740367887,-7.14986695945566,11.8646102695719,0.931166258610013,2.34171131115452,"17SNB_B04_10_D",2020,10,"17SNB_B04","USA West"
"20MMD","Red",-10,"True",-2.25528153594172,2.51998347066583,-6.36235843563651,7.68634447474001,0.937211373092829,1.54130919797605,"20MMD_B04_10_D",2020,10,"20MMD_B04","Brazil"
"10TES","NIR",-10,"True",1.85330997303052,2.01039501814142,13.2869530326593,14.9919386673948,0.978878023618942,1.6015424868873,"10TES_B08_10_D",2020,10,"10TES_B08","USA East"
"17SNB","NIR",-10,"True",4.29768126378238,4.35408152518373,19.4202887869944,19.909548311234,0.911089444462637,2.64910524086411,"17SNB_B08_10_D",2020,10,"17SNB_B08","USA West"
"20MMD","NIR",-10,"True",-5.46545591830048,5.5064803810117,-17.3378886967519,17.8683872733058,0.872660721891023,2.18148739965933,"20MMD_B08_10_D",2020,10,"20MMD_B08","Brazil"
"10TES","Blue",15,"False",2.31987082525485,2.38131178218839,15.3307266837134,15.8693950199198,0.98028248407471,1.57695859879303,"10TES_B02_15_I",2020,15,"10TES_B02","USA East"
"17SNB","Blue",15,"False",6.58142538333129,6.5887960027203,29.399118592558,29.444128629214,0.860920187355529,3.01471798654074,"17SNB_B02_15_I",2020,15,"17SNB_B02","USA West"
"20MMD","Blue",15,"False",2.69066039618434,2.70545714532529,7.8454813869926,7.90602305676262,0.950150866142516,1.30607534029714,"20MMD_B02_15_I",2020,15,"20MMD_B02","Brazil"
"10TES","Green",15,"False",0.88957817241444,1.13499359589115,9.6339473344943,10.9238036539587,0.984174468256616,1.49672385368807,"10TES_B03_15_I",2020,15,"10TES_B03","USA East"
"17SNB","Green",15,"False",3.03164950359435,3.60700553258722,13.3127239778489,17.7132283864088,0.861769742042666,3.34820885220969,"17SNB_B03_15_I",2020,15,"17SNB_B03","USA West"
"20MMD","Green",15,"False",-2.33894092725575,2.52505795658836,-7.81648868842267,8.57539939157169,0.885598525171349,2.60842446771564,"20MMD_B03_15_I",2020,15,"20MMD_B03","Brazil"
"10TES","Red",15,"False",-2.15037022705799,2.59066678522859,-13.167926254146,19.4646536360013,0.928552864394984,3.14302311471359,"10TES_B04_15_I",2020,15,"10TES_B04","USA East"
"17SNB","Red",15,"False",1.56439365151637,2.29623249213024,7.42426437741292,12.4650902475264,0.905459786858008,2.67041502519348,"17SNB_B04_15_I",2020,15,"17SNB_B04","USA West"
"20MMD","Red",15,"False",1.89875829489686,2.06671129034659,5.31180517403582,5.99514212638168,0.938882141181634,1.53085999163019,"20MMD_B04_15_I",2020,15,"20MMD_B04","Brazil"
"10TES","NIR",15,"False",2.33462604653756,2.78073778911587,16.5631393852519,19.9187669349992,0.943695665830559,2.58220292169112,"10TES_B08_15_I",2020,15,"10TES_B08","USA East"
"17SNB","NIR",15,"False",4.30933522409114,4.45926306965865,20.1436418275551,20.9157307465825,0.857891432998507,3.17534975596063,"17SNB_B08_15_I",2020,15,"17SNB_B08","USA West"
"20MMD","NIR",15,"False",-4.48254735549904,4.50536298342165,-14.3956021015453,14.5887600366968,0.884108785184752,2.244536511089,"20MMD_B08_15_I",2020,15,"20MMD_B08","Brazil"
"10TES","Blue",-15,"True",4.21487337621486,4.24524177556161,22.9752498509747,23.6338913013562,0.965240669991491,2.12733652007388,"10TES_B02_15_D",2020,15,"10TES_B02","USA East"
"17SNB","Blue",-15,"True",7.82776969775354,7.83783000337753,32.9729506098239,33.0668797883236,0.870275054983449,3.10148074110099,"17SNB_B02_15_D",2020,15,"17SNB_B02","USA West"
"20MMD","Blue",-15,"True",0.863193167555204,1.27512721215514,2.99863149586601,4.17715330022091,0.91676414077803,1.69013117614104,"20MMD_B02_15_D",2020,15,"20MMD_B02","Brazil"
"10TES","Green",-15,"True",1.73025030154123,1.82449812951626,12.3435596647507,13.4241285654742,0.982026081798244,1.4636904831783,"10TES_B03_15_D",2020,15,"10TES_B03","USA East"
"17SNB","Green",-15,"True",2.59368126411766,3.42576084023274,11.3827781945021,17.0767428950483,0.854021396992513,3.46873053573926,"17SNB_B03_15_D",2020,15,"17SNB_B03","USA West"
"20MMD","Green",-15,"True",-0.0122525143716655,1.69119210693376,-0.764499577950788,5.6601665246837,0.908974754297452,2.48023497092628,"20MMD_B03_15_D",2020,15,"20MMD_B03","Brazil"
"10TES","Red",-15,"True",-2.30969447422679,2.62908257942305,-13.2812925058676,19.4705471577621,0.937821228659009,2.85365462892996,"10TES_B04_15_D",2020,15,"10TES_B04","USA East"
"17SNB","Red",-15,"True",3.29118675716275,3.6099011983214,14.6136392928172,17.3577580343276,0.892377522102325,2.91143579461173,"17SNB_B04_15_D",2020,15,"17SNB_B04","USA West"
"20MMD","Red",-15,"True",-1.56077125359218,1.7452234326004,-4.4234219235551,5.41085340476226,0.943764476699696,1.38822881847109,"20MMD_B04_15_D",2020,15,"20MMD_B04","Brazil"
"10TES","NIR",-15,"True",1.19436750656831,2.46574513504681,9.60920683518693,18.9701787518867,0.930398154532325,2.99748694757968,"10TES_B08_15_D",2020,15,"10TES_B08","USA East"
"17SNB","NIR",-15,"True",2.49539295844992,3.27928109349348,10.9992736830182,16.8127283863441,0.847837205517725,3.48387471926516,"17SNB_B08_15_D",2020,15,"17SNB_B08","USA West"
"20MMD","NIR",-15,"True",-3.91446660413318,3.96365144848678,-12.5955727916537,12.8828764295165,0.878705607281762,2.33978468590452,"20MMD_B08_15_D",2020,15,"20MMD_B08","Brazil"
"10TES","Blue",20,"False",4.22163184924789,4.24374940619209,24.0795997055072,24.3854638212793,0.966352389752671,2.09527863456607,"10TES_B02_20_I",2020,20,"10TES_B02","USA East"
"17SNB","Blue",20,"False",5.67311985556792,5.82188845247026,26.432334240378,27.0521619576889,0.769780748260597,3.78634198215128,"17SNB_B02_20_I",2020,20,"17SNB_B02","USA West"
"20MMD","Blue",20,"False",4.66536512646497,4.67352967485826,13.0164316756724,13.047445852351,0.930563881557642,1.55039475798991,"20MMD_B02_20_I",2020,20,"20MMD_B02","Brazil"
"10TES","Green",20,"False",1.23548080337476,1.499924852897,13.1536809621133,14.3755225922419,0.971254324103333,2.07349768429929,"10TES_B03_20_I",2020,20,"10TES_B03","USA East"
"17SNB","Green",20,"False",2.83930760914204,3.44319343326561,12.8289231706655,16.6499555984969,0.809691917484564,3.88938727117394,"17SNB_B03_20_I",2020,20,"17SNB_B03","USA West"
"20MMD","Green",20,"False",-5.33197794482078,5.36665049578419,-17.9948280786028,18.4374140935473,0.802493390813971,3.61332270196377,"20MMD_B03_20_I",2020,20,"20MMD_B03","Brazil"
"10TES","Red",20,"False",-4.3637898583291,4.561071897561,-26.9452826378119,33.057387122845,0.847607546072333,4.51754422206094,"10TES_B04_20_I",2020,20,"10TES_B04","USA East"
"17SNB","Red",20,"False",-1.39459445889666,2.35894340077484,-7.65789923226113,14.2282327846274,0.900406709739972,2.73506976938204,"17SNB_B04_20_I",2020,20,"17SNB_B04","USA West"
"20MMD","Red",20,"False",-3.15695318140348,3.50876219380902,-8.75494257192792,11.0064053417663,0.915603192566413,1.94022674151113,"20MMD_B04_20_I",2020,20,"20MMD_B04","Brazil"
"10TES","NIR",20,"False",1.47582408090045,2.53627586884772,13.5864180971364,19.8647937879902,0.907796280255452,3.25225147749641,"10TES_B08_20_I",2020,20,"10TES_B08","USA East"
"17SNB","NIR",20,"False",2.98597037705673,3.79941404725031,12.1759446477048,18.9138730975121,0.840991273938284,3.80420007714084,"17SNB_B08_20_I",2020,20,"17SNB_B08","USA West"
"20MMD","NIR",20,"False",-8.99001039804355,8.99606547045693,-30.3022936561058,30.4600310233152,0.846368451177557,2.35770251922252,"20MMD_B08_20_I",2020,20,"20MMD_B08","Brazil"
